Host Name,Planet Letter,Planet Name,Discovery Method,Year of Discovery,Orbital Period (days),Planet Mass (Earth Mass),Planet Radius (Earth Radii),Planet Density (g/cm^3),Equilibrium Temperature (K),Insolation Flux (Earth Flux)
Kepler-145,c,Kepler-145 c,Transit,2013,42.882,79.4,4.32,5.41,,67.193
Kepler-1450,b,Kepler-1450 b,Transit,2016,54.5094166,3.57,1.71,3.92,,3.078
Kepler-1451,b,Kepler-1451 b,Transit,2016,35.622233,11.2,3.35,1.64,,18.751
Kepler-1452,b,Kepler-1452 b,Transit,2016,42.913751,7.75,2.7,2.16,,73.501
Kepler-1453,b,Kepler-1453 b,Transit,2016,47.1611696,7.61,2.67,2.2,,11.889
Kepler-1454,b,Kepler-1454 b,Transit,2016,47.0319479,4.19,1.88,3.47,,9.08
Kepler-1455,b,Kepler-1455 b,Transit,2016,49.276764,5.31,2.16,5.67,298,1.533
Kepler-1456,b,Kepler-1456 b,Transit,2016,18.1373829,1.55,1.14,5.75,,8.234
Kepler-1457,b,Kepler-1457 b,Transit,2016,51.1110243,4.62,1.99,3.22,,23.468
Kepler-1458,b,Kepler-1458 b,Transit,2016,47.9872764,8.05,2.76,2.1,,8.293
Kepler-1459,b,Kepler-1459 b,Transit,2016,62.8691611,2.42,1.36,5.29,,3.511
Kepler-146,b,Kepler-146 b,Transit,2014,31.158799,13.3,3.71,1.43,,32.89
Kepler-146,c,Kepler-146 c,Transit,2014,76.732171,9.96,3.13,1.78,,9.887
Kepler-1460,b,Kepler-1460 b,Transit,2016,29.9633247,4.5,1.96,3.28,,5.469
Kepler-1461,b,Kepler-1461 b,Transit,2016,29.3494775,4.78,2.03,3.14,,8.88
Kepler-1462,b,Kepler-1462 b,Transit,2016,65.6488341,14,3.82,1.38,,4.704
Kepler-1463,b,Kepler-1463 b,Transit,2016,25.15864,4.12,1.86,3.52,,57.634
Kepler-1464,b,Kepler-1464 b,Transit,2016,31.7785901,3.39,1.66,4.07,,89.473
Kepler-1464,c,Kepler-1464 c,Transit,2016,5.32786292,0.972,1,5.34,,968.555
Kepler-1465,b,Kepler-1465 b,Transit,2016,31.8277111,3.78,1.77,3.75,,6.246
Kepler-1466,b,Kepler-1466 b,Transit,2016,31.1750448,3.02,1.55,4.46,,21.875
Kepler-1467,b,Kepler-1467 b,Transit,2016,47.0569043,10.9,3.3,1.67,,7.917
Kepler-1468,b,Kepler-1468 b,Transit,2016,8.23984869,3.64,1.73,3.86,,481.352
Kepler-1468,c,Kepler-1468 c,Transit,2016,3.54553021,1.6,1.15,5.78,,1479.567
Kepler-1469,b,Kepler-1469 b,Transit,2016,21.8635301,8.25,2.8,2.07,,24.901
Kepler-147,b,Kepler-147 b,Transit,2014,12.610584,2.96,1.53,4.54,,224.61
Kepler-147,c,Kepler-147 c,Transit,2014,33.416423,6.48,2.43,2.48,,61.287
Kepler-1470,b,Kepler-1470 b,Transit,2016,16.2950903,1.24,1.07,5.56,,23.918
Kepler-1471,b,Kepler-1471 b,Transit,2016,3.63899398,2.57,1.41,5.04,,314.233
Kepler-1472,b,Kepler-1472 b,Transit,2016,38.1312831,4.27,1.9,3.42,,57.079
Kepler-1473,b,Kepler-1473 b,Transit,2016,14.4273551,1.81,1.19,5.9,,111.011
Kepler-1474,b,Kepler-1474 b,Transit,2016,36.4333452,5.31,2.16,2.9,,21.392
Kepler-1475,b,Kepler-1475 b,Transit,2016,82.177374,8.85,2.92,1.95,,13.76
Kepler-1476,b,Kepler-1476 b,Transit,2016,10.35863224,3.43,1.67,4.05,,75.641
Kepler-1477,b,Kepler-1477 b,Transit,2016,11.55530021,1.76,1.18,5.89,,78.163
Kepler-1478,b,Kepler-1478 b,Transit,2016,26.0840594,3.64,1.73,3.86,,85.282
Kepler-1479,b,Kepler-1479 b,Transit,2016,14.53261362,4.01,1.83,3.6,,98.574
Kepler-148,b,Kepler-148 b,Transit,2014,1.729366,3.89,1.8,3.67,,609.017
Kepler-148,c,Kepler-148 c,Transit,2014,4.180043,12.6,3.6,1.48,,187.197
Kepler-148,d,Kepler-148 d,Transit,2016,51.84688575,56.3,8.68,0.473,,6.532
Kepler-1480,b,Kepler-1480 b,Transit,2016,22.12679948,3.43,1.67,4.05,,16.317
Kepler-1481,b,Kepler-1481 b,Transit,2016,5.94220998,2.04,1.23,6.02,,71.94
Kepler-1482,b,Kepler-1482 b,Transit,2016,12.25383217,1.01,1.01,5.39,,86.499
Kepler-1483,b,Kepler-1483 b,Transit,2016,9.5085156,2.92,1.52,4.57,,265.018
Kepler-1484,b,Kepler-1484 b,Transit,2016,30.4549136,5.1,2.11,2.98,,
Kepler-1485,b,Kepler-1485 b,Transit,2016,19.9157725,2.76,1.47,4.77,,85.176
Kepler-1486,b,Kepler-1486 b,Transit,2016,54.6495759,5.99,2.32,2.64,,22.372
Kepler-1487,b,Kepler-1487 b,Transit,2016,7.31946363,5.18,2.13,2.95,,323.294
Kepler-1488,b,Kepler-1488 b,Transit,2016,39.8189932,4.12,1.86,3.52,,73.335
Kepler-1489,b,Kepler-1489 b,Transit,2016,82.294751,3.78,1.77,3.75,,11.893
Kepler-149,b,Kepler-149 b,Transit,2014,29.198943,16.5,4.21,1.22,,23.64
Kepler-149,c,Kepler-149 c,Transit,2014,55.328328,3.22,1.61,4.24,,10.084
Kepler-149,d,Kepler-149 d,Transit,2014,160.018032,14.9,3.96,1.32,,2.446
Kepler-1490,b,Kepler-1490 b,Transit,2016,92.4362973,9.48,3.04,1.85,,3.788
Kepler-1491,b,Kepler-1491 b,Transit,2016,16.5861762,2.89,1.51,4.61,,138.108
Kepler-1492,b,Kepler-1492 b,Transit,2016,16.75255007,2.83,1.49,4.7,,11.523
Kepler-1493,b,Kepler-1493 b,Transit,2016,15.0217983,2.57,1.41,5.04,,
Kepler-1494,b,Kepler-1494 b,Transit,2016,91.080482,9.64,3.07,1.83,,9.113
Kepler-1495,b,Kepler-1495 b,Transit,2016,85.273256,8.96,2.94,1.94,,
Kepler-1496,b,Kepler-1496 b,Transit,2016,64.6588017,5.56,2.22,2.79,,18.383
Kepler-1497,b,Kepler-1497 b,Transit,2016,8.74199772,3.39,1.66,4.07,,
Kepler-1498,b,Kepler-1498 b,Transit,2016,48.051405,2.33,1.33,5.44,,
Kepler-1499,b,Kepler-1499 b,Transit,2016,44.2008,1.81,1.19,5.9,,7.371
Kepler-15,b,Kepler-15 b,Transit,2011,4.942782,209.76,10.76,0.93,1251,430.677
Kepler-150,b,Kepler-150 b,Transit,2014,3.428054,2.1,1.25,5.91,,367.262
Kepler-150,c,Kepler-150 c,Transit,2014,7.381998,13.2,3.69,1.44,,132.091
Kepler-150,d,Kepler-150 d,Transit,2014,12.56093,8.2,2.79,2.07,,65.142
Kepler-150,e,Kepler-150 e,Transit,2014,30.826557,9.91,3.12,1.79,,19.671
Kepler-150,f,Kepler-150 f,Transit,2017,637.2093,12.9,3.64,1.47,,
Kepler-1500,b,Kepler-1500 b,Transit,2016,15.0330105,1.87,1.2,5.95,,131.818
Kepler-1501,b,Kepler-1501 b,Transit,2016,14.5564533,3.05,1.56,4.41,,100.001
Kepler-1502,b,Kepler-1502 b,Transit,2016,41.7083629,10.2,3.18,1.74,,77.324
Kepler-1503,b,Kepler-1503 b,Transit,2016,96.16987,5.77,2.27,2.71,,5.636
Kepler-1504,b,Kepler-1504 b,Transit,2016,82.304003,5.18,2.13,2.95,,25.17
Kepler-1505,b,Kepler-1505 b,Transit,2016,30.8609366,0.749,0.93,5.12,,36.121
Kepler-1506,b,Kepler-1506 b,Transit,2016,14.0329154,2.3,1.32,5.5,,235.807
Kepler-1507,b,Kepler-1507 b,Transit,2016,16.0506213,0.52,0.84,4.82,,30.476
Kepler-1508,b,Kepler-1508 b,Transit,2016,20.7056504,2.33,1.33,5.44,,116.145
Kepler-1509,b,Kepler-1509 b,Transit,2016,25.4338197,4.08,1.85,3.54,,83.081
Kepler-151,b,Kepler-151 b,Transit,2014,15.228958,9.59,3.06,1.84,,40.728
Kepler-151,c,Kepler-151 c,Transit,2014,24.674612,5.02,2.09,3.02,,21.407
Kepler-1510,b,Kepler-1510 b,Transit,2016,84.703921,11.2,3.36,1.62,,14.036
Kepler-1511,b,Kepler-1511 b,Transit,2016,23.2382792,3.46,1.68,4.01,,228.219
Kepler-1512,b,Kepler-1512 b,Transit,2016,20.35972599,1.76,1.18,10.2,322,1.6
Kepler-1513,b,Kepler-1513 b,Transit,2016,160.88465087,53.9,8.46,0.489,,2.23
Kepler-1514,b,Kepler-1514 b,Transit,2016,217.8317626,,11.82,,,3.762
Kepler-1514,c,Kepler-1514 c,Transit,2020,10.5141,2.3,1.32,5.49,,
Kepler-1515,b,Kepler-1515 b,Transit,2016,214.3114164,66.2,9.55,0.418,,6.017
Kepler-1516,b,Kepler-1516 b,Transit,2016,7.25931979,3.71,1.75,3.8,,615.253
Kepler-1517,b,Kepler-1517 b,Transit,2016,5.54608367,68.7,9.76,0.406,,1526.983
Kepler-1518,b,Kepler-1518 b,Transit,2016,5.11177904,9.53,3.05,1.85,,1079.458
Kepler-1519,b,Kepler-1519 b,Transit,2016,240.7989397,39.6,7.06,0.618,,3.944
Kepler-152,b,Kepler-152 b,Transit,2014,18.207973,8.2,2.79,2.07,,21.084
Kepler-152,c,Kepler-152 c,Transit,2014,88.255055,6.3,2.39,2.54,,2.57
Kepler-1520,b,Kepler-1520 b,Transit,2016,0.65355357,28.1,5.77,0.804,,1134.386
Kepler-1521,b,Kepler-1521 b,Transit,2016,47.14840805,6.8,2.5,2.39,,5.122
Kepler-1522,b,Kepler-1522 b,Transit,2016,1.84788917,3.64,1.73,3.86,,1513.457
Kepler-1523,b,Kepler-1523 b,Transit,2016,0.93875077,3.12,1.58,4.35,,2218.145
Kepler-1524,b,Kepler-1524 b,Transit,2016,70.9674603,12.3,3.54,1.52,,8.443
Kepler-1525,b,Kepler-1525 b,Transit,2016,2.41660118,0.693,0.91,5.05,,715.106
Kepler-1526,b,Kepler-1526 b,Transit,2016,3.908632,6.48,2.43,2.48,,99.097
Kepler-1527,b,Kepler-1527 b,Transit,2016,160.129918,20.4,4.77,1.03,,7.813
Kepler-1528,b,Kepler-1528 b,Transit,2016,1.79111021,2.73,1.46,4.82,,1106.851
Kepler-1529,b,Kepler-1529 b,Transit,2016,5.33905686,5.06,2.1,3,,115.765
Kepler-153,b,Kepler-153 b,Transit,2014,18.870227,8.85,2.92,1.95,,21.609
Kepler-153,c,Kepler-153 c,Transit,2014,46.90232,6.94,2.53,2.35,,6.422
Kepler-1530,b,Kepler-1530 b,Transit,2016,2.5904434,3.33,1.64,4.15,,353.561
Kepler-1530,c,Kepler-1530 c,Transit,2016,5.3227406,3.36,1.65,4.11,,135.179
Kepler-1531,b,Kepler-1531 b,Transit,2016,1.13854338,1.41,1.11,5.67,,
Kepler-1532,b,Kepler-1532 b,Transit,2016,1.09366356,2.39,1.35,5.34,,1705.762
Kepler-1533,b,Kepler-1533 b,Transit,2016,308.5471,11.8,3.46,1.57,,4.786
Kepler-1534,b,Kepler-1534 b,Transit,2016,5.71668872,4.23,1.89,3.44,,
Kepler-1535,b,Kepler-1535 b,Transit,2016,138.9442,7.04,2.55,2.33,,5.384
Kepler-1536,b,Kepler-1536 b,Transit,2016,364.758031,10,3.14,1.77,,0.193
Kepler-1537,b,Kepler-1537 b,Transit,2016,1.4444538,1.76,1.18,5.89,,713.168
Kepler-1538,b,Kepler-1538 b,Transit,2016,175.138819,8.35,2.82,2.05,,1.989
Kepler-1539,b,Kepler-1539 b,Transit,2016,133.3036741,7.75,2.7,2.16,,1.572
Kepler-154,b,Kepler-154 b,Transit,2014,33.040532,5.73,2.26,2.73,,28.11
Kepler-154,c,Kepler-154 c,Transit,2014,62.303276,9.01,2.95,1.93,,12.071
Kepler-154,d,Kepler-154 d,Transit,2016,20.54981883,14.1,3.84,1.37,,53.002
Kepler-154,e,Kepler-154 e,Transit,2016,3.93276465,2.86,1.5,4.66,,480.405
Kepler-154,f,Kepler-154 f,Transit,2016,9.91935684,2.86,1.5,4.66,,139.884
Kepler-1540,b,Kepler-1540 b,Transit,2016,125.4131177,6.76,2.49,2.41,,0.849
Kepler-1541,b,Kepler-1541 b,Transit,2016,8.40691199,1.65,1.16,5.81,,75.56
Kepler-1542,b,Kepler-1542 b,Transit,2016,3.95116882,0.363,0.76,4.54,,518.437
Kepler-1542,c,Kepler-1542 c,Transit,2016,2.89223021,0.208,0.65,4.16,,786.082
Kepler-1542,d,Kepler-1542 d,Transit,2016,5.99273738,0.59,0.87,4.92,,297.806
Kepler-1542,e,Kepler-1542 e,Transit,2016,5.10115756,0.363,0.76,4.54,,369.999
Kepler-1543,b,Kepler-1543 b,Transit,2016,6.96710269,7.8,2.71,2.15,,375.651
Kepler-1544,b,Kepler-1544 b,Transit,2016,168.811174,3.82,1.78,2.9,269,0.833
Kepler-1545,b,Kepler-1545 b,Transit,2016,163.692349,7.75,2.7,2.16,,1.408
Kepler-1546,b,Kepler-1546 b,Transit,2016,19.5974971,9.96,3.13,1.78,,36.302
Kepler-1547,b,Kepler-1547 b,Transit,2016,0.69297968,0.666,0.9,5.02,,5760.944
Kepler-1548,b,Kepler-1548 b,Transit,2016,124.828679,7.46,2.64,2.23,,1.933
Kepler-1549,b,Kepler-1549 b,Transit,2016,214.886545,7.13,2.57,2.31,,1.184
Kepler-155,b,Kepler-155 b,Transit,2014,5.931194,5.02,2.09,4.73,614,19
Kepler-155,c,Kepler-155 c,Transit,2014,52.661793,5.65,2.24,4.73,286,1.28
Kepler-1550,b,Kepler-1550 b,Transit,2016,225.582809,9.38,3.02,1.87,,2.305
Kepler-1551,b,Kepler-1551 b,Transit,2016,24.4973698,7.56,2.66,2.21,,60.421
Kepler-1552,b,Kepler-1552 b,Transit,2016,184.771853,6.66,2.47,2.43,,1.854
Kepler-1553,b,Kepler-1553 b,Transit,2016,4.24261881,1.6,1.15,5.78,,166.106
Kepler-1554,b,Kepler-1554 b,Transit,2016,198.088774,8.75,2.9,1.97,,1.014
Kepler-1555,b,Kepler-1555 b,Transit,2016,8.10501635,3.22,1.61,4.24,,483.262
Kepler-1556,b,Kepler-1556 b,Transit,2016,8.82713457,4.5,1.96,3.28,,92.138
Kepler-1557,b,Kepler-1557 b,Transit,2016,3.74032496,2.96,1.53,4.54,,645.543
Kepler-1558,b,Kepler-1558 b,Transit,2016,3.50470358,0.244,0.68,4.26,,189.886
Kepler-1559,b,Kepler-1559 b,Transit,2016,0.97191543,0.299,0.72,4.4,,1620.063
Kepler-156,b,Kepler-156 b,Transit,2014,4.973456,5.9,2.3,2.66,,135.077
Kepler-156,c,Kepler-156 c,Transit,2014,15.906801,7.04,2.55,2.33,,28.642
Kepler-1560,b,Kepler-1560 b,Transit,2016,3.03195744,0.64,0.89,4.99,,593.919
Kepler-1561,b,Kepler-1561 b,Transit,2016,1.00520701,1.32,1.09,5.6,,2364.807
Kepler-1562,b,Kepler-1562 b,Transit,2016,64.2737752,12.3,3.55,1.51,,31.768
Kepler-1563,b,Kepler-1563 b,Transit,2016,3.43276598,0.347,0.75,4.52,,
Kepler-1564,b,Kepler-1564 b,Transit,2016,18.0540381,2.76,1.47,4.77,,41.514
Kepler-1565,b,Kepler-1565 b,Transit,2016,1.53818844,1.81,1.19,5.9,,510.566
Kepler-1566,b,Kepler-1566 b,Transit,2016,0.53991524,0.418,0.79,4.66,,2340.984
Kepler-1567,b,Kepler-1567 b,Transit,2016,153.979578,7.9,2.73,2.13,,2.723
Kepler-1568,b,Kepler-1568 b,Transit,2016,20.925392,2.24,1.3,5.6,,72.568
Kepler-1569,b,Kepler-1569 b,Transit,2016,5.79180156,3.46,1.68,4.01,,495.652
Kepler-157,b,Kepler-157 b,Transit,2014,1.732342,2.3,1.32,5.5,,1572.309
Kepler-157,c,Kepler-157 c,Transit,2014,13.5405,5.65,2.24,2.76,,101.754
Kepler-157,d,Kepler-157 d,Transit,2016,7.02573474,2.73,1.46,4.82,,244.058
Kepler-1570,b,Kepler-1570 b,Transit,2016,26.548955,1.24,1.07,5.56,,76.457
Kepler-1571,b,Kepler-1571 b,Transit,2016,3.38555488,2.92,1.52,4.57,,757.132
Kepler-1572,b,Kepler-1572 b,Transit,2016,5.49548621,0.779,0.94,5.15,,583.523
Kepler-1573,b,Kepler-1573 b,Transit,2016,2.6157554,1.87,1.2,5.95,,1343.114
Kepler-1574,b,Kepler-1574 b,Transit,2016,6.9424334,2.21,1.29,5.66,,289.778
Kepler-1575,b,Kepler-1575 b,Transit,2016,2.55314213,2.27,1.31,5.55,,803.679
Kepler-1576,b,Kepler-1576 b,Transit,2016,6.98471973,1.12,1.04,5.47,,156.608
Kepler-1577,b,Kepler-1577 b,Transit,2016,6.30560247,1.51,1.13,5.75,,57.751
Kepler-1578,b,Kepler-1578 b,Transit,2016,1.45088691,1.12,1.04,5.47,,1486.438
Kepler-1579,b,Kepler-1579 b,Transit,2016,0.84990789,0.52,0.84,4.82,,
Kepler-158,b,Kepler-158 b,Transit,2014,16.709184,5.14,2.12,2.96,,13.634
Kepler-158,c,Kepler-158 c,Transit,2014,28.551383,4.27,1.9,3.42,,6.677
Kepler-1580,b,Kepler-1580 b,Transit,2016,56.6449279,5.1,2.11,2.98,,83.088
Kepler-1581,b,Kepler-1581 b,Transit,2016,6.28385491,0.437,0.8,4.69,,470.862
Kepler-1582,b,Kepler-1582 b,Transit,2016,4.83817712,2.83,1.49,4.7,,4.372
Kepler-1583,b,Kepler-1583 b,Transit,2016,9.32807355,0.156,0.6,3.97,,124.307
Kepler-1584,b,Kepler-1584 b,Transit,2016,13.3997099,3.22,1.61,4.24,,162.544
Kepler-1585,b,Kepler-1585 b,Transit,2016,3.5827463,3.86,1.79,3.7,,182.941
Kepler-1586,b,Kepler-1586 b,Transit,2016,15.6049212,2.92,1.52,4.57,,105.771
Kepler-1587,b,Kepler-1587 b,Transit,2016,9.4060467,2.33,1.33,5.44,,254.701
Kepler-1588,b,Kepler-1588 b,Transit,2016,7.84931739,0.363,0.76,4.54,,359.79
Kepler-1589,b,Kepler-1589 b,Transit,2016,0.99166527,1.32,1.09,5.6,,5228.785
Kepler-159,b,Kepler-159 b,Transit,2014,10.139623,6.26,2.38,2.55,448,33.463
Kepler-159,c,Kepler-159 c,Transit,2014,43.595792,11.5,3.41,1.59,275,4.791
Kepler-1590,b,Kepler-1590 b,Transit,2016,7.61760804,1.55,1.14,5.75,,171.478
Kepler-1591,b,Kepler-1591 b,Transit,2016,8.18504949,2.15,1.27,5.77,,439.434
Kepler-1592,b,Kepler-1592 b,Transit,2016,3.05710069,2.99,1.54,4.5,,1918.34
Kepler-1593,b,Kepler-1593 b,Transit,2016,174.509835,10.2,3.17,3.03,260,0.889
Kepler-1594,b,Kepler-1594 b,Transit,2016,2.71603809,1.2,1.06,5.54,,672.414
Kepler-1595,b,Kepler-1595 b,Transit,2016,4.56380468,2.04,1.23,6.02,,185.568
Kepler-1596,b,Kepler-1596 b,Transit,2016,66.373379,4.27,1.9,3.42,,33.378
Kepler-1597,b,Kepler-1597 b,Transit,2016,2.94654179,1.2,1.06,5.54,,1431.311
Kepler-1598,b,Kepler-1598 b,Transit,2016,4.34195123,0.809,0.95,5.18,,308.46
Kepler-1599,b,Kepler-1599 b,Transit,2016,122.363553,3.26,1.62,4.21,,8.196
Kepler-16,b,Kepler-16 b,Transit,2011,228.776,105.833,8.449,0.964,,
Kepler-160,b,Kepler-160 b,Transit,2014,4.309397,3.59,1.715,3.91,,396.619
Kepler-160,c,Kepler-160 c,Transit,2014,13.699429,13.6,3.76,1.41,,84.848
Kepler-160,d,Kepler-160 d,Transit Timing Variations,2020,30,100,,,,
Kepler-1600,b,Kepler-1600 b,Transit,2016,386.370548,9.96,3.13,1.78,,0.458
Kepler-1601,b,Kepler-1601 b,Transit,2016,2.20921951,0.477,0.82,4.75,,999.752
Kepler-1602,b,Kepler-1602 b,Transit,2016,11.17931605,2.36,1.34,5.39,,124.507
Kepler-1603,b,Kepler-1603 b,Transit,2016,2.27163926,2.21,1.29,5.66,,4852.413
Kepler-1604,b,Kepler-1604 b,Transit,2016,0.68368426,2.57,1.41,5.04,,3567.565
Kepler-1605,b,Kepler-1605 b,Transit,2016,85.7565495,1.28,1.08,5.58,,16.734
Kepler-1606,b,Kepler-1606 b,Transit,2016,196.435224,4.94,2.07,1.67,324,1.29
Kepler-1607,b,Kepler-1607 b,Transit,2016,13.6473676,0.721,0.92,5.09,,449.632
Kepler-1608,b,Kepler-1608 b,Transit,2016,16.4735686,3.64,1.73,3.86,,
Kepler-1609,b,Kepler-1609 b,Transit,2016,114.34219,5.56,2.22,2.79,,12.975
Kepler-161,b,Kepler-161 b,Transit,2014,4.921355,12.1,2.12,6.98,,123.4
Kepler-161,c,Kepler-161 c,Transit,2014,7.06424,11.8,2.05,7.53,,76.201
Kepler-1610,b,Kepler-1610 b,Transit,2016,8.70181574,3.22,1.61,4.24,,56.212
Kepler-1611,b,Kepler-1611 b,Transit,2016,5.1762429,0.457,0.81,4.73,,
Kepler-1612,b,Kepler-1612 b,Transit,2016,3.91795101,1.08,1.03,5.43,,269.248
Kepler-1613,b,Kepler-1613 b,Transit,2016,1.5184299,4.98,2.08,3.04,,6797.623
Kepler-1614,b,Kepler-1614 b,Transit,2016,3.9466141,2.83,1.49,4.7,,276.373
Kepler-1615,b,Kepler-1615 b,Transit,2016,47.3126192,4.9,2.06,3.08,,31.171
Kepler-1616,b,Kepler-1616 b,Transit,2016,6.76284377,1.04,1.02,5.39,,724.861
Kepler-1617,b,Kepler-1617 b,Transit,2016,27.4785572,1.87,1.2,5.95,,64.689
Kepler-1618,b,Kepler-1618 b,Transit,2016,6.10826019,2.13,1.26,5.85,,903.908
Kepler-1619,b,Kepler-1619 b,Transit,2016,23.6225913,0.363,0.76,4.54,,74.635
Kepler-162,b,Kepler-162 b,Transit,2014,6.919798,2.13,1.26,5.85,,305.946
Kepler-162,c,Kepler-162 c,Transit,2014,19.446355,9.43,3.03,1.86,,77.052
Kepler-1620,b,Kepler-1620 b,Transit,2016,101.951829,3.22,1.61,4.24,,
Kepler-1621,b,Kepler-1621 b,Transit,2016,92.263714,5.31,2.16,2.9,,14.055
Kepler-1622,b,Kepler-1622 b,Transit,2016,10.8118737,2.76,1.47,4.77,,236.005
Kepler-1623,b,Kepler-1623 b,Transit,2016,4.36128348,2.27,1.31,5.55,,243.08
Kepler-1624,b,Kepler-1624 b,Transit,2016,3.29030452,27.6,5.7,0.819,,43.539
Kepler-1625,b,Kepler-1625 b,Transit,2016,287.378949,30.6,6.06,0.756,,3.771
Kepler-1626,b,Kepler-1626 b,Transit,2016,4.13962966,4.74,2.02,3.16,,1328.654
Kepler-1627,b,Kepler-1627 b,Transit,2016,7.20283653,13.2,3.69,1.44,,143.12
Kepler-1628,b,Kepler-1628 b,Transit,2016,76.378033,33.8,6.43,0.699,,
Kepler-1629,b,Kepler-1629 b,Transit,2016,3.87595807,0.381,0.77,4.59,,315.457
Kepler-163,b,Kepler-163 b,Transit,2014,7.810937,1.16,1.05,5.51,,115.612
Kepler-163,c,Kepler-163 c,Transit,2014,21.347262,5.73,2.26,2.73,,30.238
Kepler-1630,b,Kepler-1630 b,Transit,2016,509.997402,5.43,2.19,2.84,,
Kepler-1631,b,Kepler-1631 b,Transit,2016,4.09513932,2.39,1.35,5.34,,446.918
Kepler-1632,b,Kepler-1632 b,Transit,2016,448.303558,6.66,2.47,2.43,,6.062
Kepler-1633,b,Kepler-1633 b,Transit,2016,186.404271,3.12,1.58,4.35,,26.258
Kepler-1634,b,Kepler-1634 b,Transit,2016,374.876239,10.3,3.19,1.74,,0.544
Kepler-1635,b,Kepler-1635 b,Transit,2016,469.63111,12.9,3.64,1.47,,0.404
Kepler-1636,b,Kepler-1636 b,Transit,2016,425.47785,10.5,3.23,1.71,,1.217
Kepler-1637,b,Kepler-1637 b,Transit,2016,6.10960324,0.64,0.89,4.99,,
Kepler-1638,b,Kepler-1638 b,Transit,2016,259.33683,4.16,1.87,0.56,304,2.76
Kepler-1639,b,Kepler-1639 b,Transit,2016,9.878482,7.18,2.58,2.3,,187.848
Kepler-164,b,Kepler-164 b,Transit,2014,5.03503,2.57,1.41,5.04,,370.922
Kepler-164,c,Kepler-164 c,Transit,2014,10.945723,7.9,2.73,2.13,,131.487
Kepler-164,d,Kepler-164 d,Transit,2014,28.986769,6.57,2.45,2.45,,35.89
Kepler-1640,b,Kepler-1640 b,Transit,2016,7.5844126,20.7,4.82,1.02,,
Kepler-1641,b,Kepler-1641 b,Transit,2016,19.672266,9.85,3.11,1.8,,82.828
Kepler-1641,c,Kepler-1641 c,Transit,2016,32.657212,9.01,2.95,1.93,,42.145
Kepler-1642,b,Kepler-1642 b,Transit,2016,12.2057513,10.3,3.2,1.73,,39.915
Kepler-1642,c,Kepler-1642 c,Transit,2016,6.6513802,7.56,2.66,2.21,,89.632
Kepler-1643,b,Kepler-1643 b,Transit,2016,5.34264507,5.9,2.3,2.66,,137.753
Kepler-1644,b,Kepler-1644 b,Transit,2016,21.0907758,4.19,1.88,3.47,,
Kepler-1645,b,Kepler-1645 b,Transit,2016,16.1779561,3.82,1.78,3.72,,138.538
Kepler-1646,b,Kepler-1646 b,Transit,2016,4.48558383,2.04,1.23,6.02,,15.637
Kepler-1647,b,Kepler-1647 b,Transit,2016,1107.5923,483,11.874,1.59,,
Kepler-1649,b,Kepler-1649 b,Transit,2017,8.689099,1.03,1.017,5.38,307,2.208
Kepler-1649,c,Kepler-1649 c,Transit,2020,19.53527,1.2,1.06,5.54,234,0.75
Kepler-165,b,Kepler-165 b,Transit,2014,8.180848,5.99,2.32,2.64,,59.799
Kepler-165,c,Kepler-165 c,Transit,2014,15.31299,5.6,2.23,2.77,,25.931
Kepler-1650,b,Kepler-1650 b,Transit,2017,1.53818001,0.84,0.96,5.22,,54.562
Kepler-1651,b,Kepler-1651 b,Transit,2017,9.87863917,4.04,1.84,3.56,,
Kepler-1652,b,Kepler-1652 b,Transit,2017,38.09722,3.19,1.6,9.9,268,0.81
Kepler-1653,b,Kepler-1653 b,Transit,2017,140.2524,5.35,2.17,3.08,284,0.98
Kepler-1654,b,Kepler-1654 b,Transit,2018,1047.8356,158.915,9.18,1.2,206,0.3
Kepler-1655,b,Kepler-1655 b,Transit,2018,11.8728787,5,2.213,2.5,,155
Kepler-1656,b,Kepler-1656 b,Transit,2018,31.578659,48.6,5.02,2.13,651,
Kepler-1658,b,Kepler-1658 b,Transit,2019,3.84937278,1868.8404,11.994,6.36,,
Kepler-166,b,Kepler-166 b,Transit,2014,7.650254,5.77,2.27,2.71,,77.543
Kepler-166,c,Kepler-166 c,Transit,2014,34.260281,6.26,2.38,2.55,,10.507
Kepler-166,d,Kepler-166 d,Transit,2016,1.55400393,3.64,1.73,3.86,,651.409
Kepler-1661,b,Kepler-1661 b,Transit,2020,175.06,17,3.87,1.6,243,0.88
Kepler-1663,b,Kepler-1663 b,Transit,2020,17.6046,10.9,3.304,1.66,,
Kepler-1664,b,Kepler-1664 b,Transit,2020,14.3868,9.45,3.033,1.86,,
Kepler-1665,b,Kepler-1665 b,Transit,2020,11.9548,8.44,2.839,2.03,,
Kepler-1666,b,Kepler-1666 b,Transit,2020,25.8476,8.66,2.883,1.99,,
Kepler-1666,c,Kepler-1666 c,Transit,2020,40.7157,10.5,3.236,1.7,,
Kepler-1667,b,Kepler-1667 b,Transit,2020,83.5781,9.19,2.984,1.9,,
Kepler-1668,b,Kepler-1668 b,Transit,2020,15.434,17.4,4.348,1.16,,
Kepler-1669,b,Kepler-1669 b,Transit,2020,9.51216,8.15,2.78,2.08,,
Kepler-167,b,Kepler-167 b,Transit,2014,4.3931632,3.24,1.615,4.23,914,115.8
